hour,os,nip_h_os
8,29,6708
8,30,53200
8,31,36811
8,32,77366
8,34,11779
8,35,75368
8,36,33927
8,37,129912
8,38,9584
8,39,5106
8,40,31903
8,41,116685
8,42,16778
8,43,14754
8,44,8462
8,45,3
8,46,14497
8,47,63147
8,48,8169
8,49,29221
8,50,4651
8,52,2828
8,53,62870
8,54,70
8,55,3204
8,56,5773
8,57,1381
8,58,11951
8,59,1783
8,60,634
8,61,478
8,62,1789
8,63,1071
8,64,2673
8,65,3822
8,66,2850
8,67,232
8,68,127
8,69,321
8,70,4045
8,71,430
8,72,127
8,73,1231
8,74,233
8,75,59
8,76,1310
8,77,1982
8,78,179
8,79,2992
8,80,350
8,81,172
8,83,554
8,84,147
8,85,660
8,86,67
8,87,206
8,88,130
8,89,47
8,90,998
8,91,21
8,92,225
8,93,1
8,94,4
8,95,102
8,96,1152
8,97,1760
8,98,1113
8,99,9
8,100,780
8,101,20
8,102,367
8,103,2
8,104,6
8,105,124
8,106,132
8,107,81
8,108,52
8,109,716
8,110,211
8,111,135
8,112,223
8,113,43
8,114,93
8,115,5
8,116,7
8,117,123
8,118,129
8,119,35
8,120,15
8,121,31
8,122,11
8,123,105
8,124,15
8,125,4
8,126,9
8,127,24
8,128,14
8,129,14
8,130,5
8,132,177
8,133,54
8,134,78
8,135,15
8,136,2
8,137,89
8,138,132
8,140,27
8,141,107
8,142,31
8,143,2
8,145,109
8,146,2
8,147,15
8,148,59
8,149,12
8,150,3
8,151,40
8,152,108
8,153,21
8,154,3
8,155,298
8,156,47
8,157,3
8,158,55
8,159,18
8,160,2
8,161,1
8,162,9
8,163,13
8,164,61
8,168,51
8,169,7
8,170,1
8,171,30
8,172,30
8,173,4
8,174,58
8,175,18
8,176,5
8,177,6
8,178,58
8,181,5
8,183,1
8,184,190
8,185,10
8,188,46
8,189,2
8,191,2
8,192,9
8,193,2
8,196,23
8,198,86
8,199,6
8,201,1
8,203,1
8,205,4
8,207,2
8,208,2
8,209,1
8,212,16
8,213,5
8,214,8
8,215,11
8,217,18
8,219,1
8,222,4
8,223,21
8,226,14
8,228,10
8,229,1
8,231,18
8,232,6
8,233,3
8,234,3
8,237,4
8,239,1
8,241,1
8,243,2
8,245,31
8,251,2
8,252,7
8,254,13
8,256,3
8,257,1
8,260,2
8,261,1
8,262,3
8,268,2
8,272,1
8,274,7
8,277,2
8,281,5
8,284,9
8,286,1
8,289,2
8,294,3
8,296,1
8,300,1
8,306,3
8,314,1
8,315,2
8,321,3
8,324,1
8,326,3
8,327,1
8,329,1
8,336,4
8,339,1
8,347,1
8,358,1
8,362,4
8,367,1
8,372,1
8,373,7
8,379,1
8,404,3
8,451,3
8,464,1
8,493,1
8,511,1
8,519,1
8,564,1
8,570,2
8,578,1
8,607,42192
8,608,2
8,613,1
8,614,2
8,622,1
8,635,1
8,664,1
8,671,1
8,675,1
8,682,1
8,692,1
8,695,1
8,711,1
8,743,1
8,748,7623
8,755,17
8,759,2
8,790,3
8,803,1
8,807,1
8,849,1
8,866,8645
8,879,3
8,887,1
8,899,1
9,0,24651
9,1,112449
9,2,35724
9,3,139194
9,4,29008
9,5,7737
9,6,237408
9,7,10232
9,8,257311
9,9,215979
9,10,256342
9,11,64842
9,12,97875
9,13,1907454
9,14,118910
9,15,217494
9,16,148425
9,17,461324
9,18,433610
9,19,2158531
9,20,196079
9,21,7435
9,22,364690
9,23,96499
9,24,26404
9,25,195130
9,26,40409
9,27,87119
9,28,61929
9,29,6469
9,30,56346
9,31,37618
9,32,78608
9,34,13493
9,35,80169
9,36,34478
9,37,139717
9,38,11120
9,39,5506
9,40,33459
9,41,121811
9,42,19640
9,43,16830
9,44,8318
9,45,1309
9,46,15969
9,47,72611
9,48,7824
9,49,31754
9,50,5423
9,52,2990
9,53,65512
9,54,58
9,55,2907
9,56,6027
9,57,1314
9,58,13906
9,59,2019
9,60,684
9,61,400
9,62,1513
9,63,1365
9,64,3438
9,65,4234
9,66,3527
9,67,187
9,68,148
9,69,511
9,70,4331
9,71,374
9,72,189
9,73,2528
9,74,316
9,75,17
9,76,1597
9,77,2667
9,78,268
9,79,3853
9,80,364
9,81,282
9,83,650
9,84,148
9,85,730
9,86,71
9,87,395
9,88,198
9,89,201
9,90,1240
9,91,37
9,92,308
9,94,7
9,95,40
9,96,1349
9,97,2652
9,98,1212
9,99,15
9,100,930
9,101,112
9,102,217
9,103,1
9,104,20
9,105,136
9,106,155
9,107,28
9,108,41
9,109,980
9,110,177
9,111,90
9,112,263
9,113,59
9,114,254
9,115,13
9,116,10
9,117,229
9,118,120
9,119,47
9,120,61
9,121,2
9,122,28
9,123,90
9,124,47
9,125,8
9,126,8
9,127,25
9,128,26
9,129,14
9,130,5
9,132,142
9,133,177
9,134,176
9,135,21
9,136,2
9,137,143
9,138,205
9,139,1
9,140,112
9,141,93
9,142,141
9,143,3
9,145,141
9,147,10
9,148,27
9,149,17
9,150,12
9,151,45
9,152,177
9,153,28
9,155,202
9,156,85
9,157,3
9,158,11
9,159,21
9,160,12
9,161,5
9,162,14
9,163,20
9,164,73
9,168,22
9,169,10
9,171,45
9,172,28
9,173,23
9,174,67
9,175,25
9,178,48
9,179,4
9,181,6
9,183,38
9,184,139
9,185,7
9,186,1
9,188,17
9,190,2
9,191,1
9,192,17
9,193,13
9,196,12
9,198,78
9,199,11
9,200,3
9,201,4
9,205,2
9,207,8
9,208,5
9,209,21
9,213,4
9,215,4
9,217,29
9,219,1
9,222,5
9,223,10
9,224,1
9,226,34
9,228,5
9,229,4
9,230,1
9,231,16
9,232,2
9,233,14
9,234,6
9,237,5
9,239,2
9,242,1
9,244,1
9,245,1
9,248,8
9,250,1
9,251,3
9,252,8
9,254,4
9,255,1
9,259,2
9,260,4
9,261,5
9,262,5
9,268,3
9,274,3
9,277,1
9,281,12
9,282,1
9,284,9
9,287,1
9,298,3
9,300,1
9,301,2
9,302,4
9,303,2
9,305,19
9,306,8
9,307,1
9,309,2
9,315,1
9,316,1
9,326,3
9,336,4
9,338,2
9,341,3
9,347,4
9,355,1
9,364,1
9,372,1
9,373,2
9,374,1
9,376,1
9,380,4
9,385,1
9,400,10
9,404,1
9,407,1
9,429,3
9,445,2
9,475,6
9,476,2
9,504,1
9,505,1
9,508,1
9,511,1
9,512,1
9,513,3
9,514,1
9,527,1
9,560,2
9,562,1
9,571,1
9,579,1
9,607,41883
9,610,1
9,625,1
9,635,1
9,641,2
9,648,3
9,721,1
9,732,1
9,740,1
9,748,7630
9,749,1
9,753,1
9,766,1
9,785,1
9,808,1
9,816,1
9,827,1
9,832,2
9,846,1
9,847,1
9,863,1
9,866,13541
9,868,4
9,882,4
9,892,1
9,922,3
9,934,1
9,940,1
10,0,27734
10,1,125357
10,2,47802
10,3,158303
10,4,33414
10,5,9963
10,6,263413
10,7,12148
10,8,282120
10,9,264902
10,10,281740
10,11,78826
10,12,108220
10,13,2117417
10,14,133737
10,15,240347
10,16,161288
10,17,509399
10,18,474429
10,19,2328432
10,20,214484
10,21,7539
10,22,391843
10,23,105136
10,24,26423
10,25,218276
10,26,45146
10,27,98902
10,28,70322
10,29,6312
10,30,64467
10,31,41996
10,32,92112
10,34,15082
10,35,89490
10,36,40344
10,37,164325
10,38,12837
10,39,6155
10,40,37859
10,41,134442
10,42,27193
10,43,18521
10,44,8565
10,45,3024
10,46,16033
10,47,87873
10,48,9494
10,49,36122
10,50,5880
10,52,4813
10,53,66996
10,54,205
10,55,4057
10,56,7345
10,57,1177
10,58,18137
10,59,2005
10,60,934
10,61,351
10,62,1765
10,63,1925
10,64,5111
10,65,5596
10,66,4567
10,67,234
10,68,213
10,69,630
10,70,5599
10,71,504
10,72,239
10,73,2109
10,74,500
10,75,6
10,76,1661
10,77,3363
10,78,405
10,79,5175
10,80,353
10,81,312
10,83,836
10,84,205
10,85,1091
10,86,89
10,87,234
10,88,287
10,89,205
10,90,1984
10,91,22
10,92,409
10,94,4
10,95,95
10,96,1519
10,97,4004
10,98,1304
10,99,8
10,100,1175
10,101,98
10,102,175
10,103,6
10,104,13
10,105,160
10,106,152
10,107,144
10,108,25
10,109,975
10,110,352
10,111,72
10,112,294
10,113,59
10,114,130
10,115,10
10,116,18
10,117,207
10,118,187
10,119,69
10,120,20
10,121,2
10,122,29
10,123,86
10,124,40
10,125,17
10,126,16
10,127,17
10,128,7
10,129,20
10,130,12
10,132,206
10,133,111
10,134,186
10,135,44
10,137,56
10,138,336
10,140,69
10,141,80
10,142,53
10,143,33
10,145,259
10,146,1
10,147,11
10,148,16
10,149,18
10,150,5
10,151,34
10,152,161
10,153,42
10,155,291
10,156,90
10,157,30
10,158,13
10,159,11
10,160,1
10,161,3
10,162,19
10,163,24
10,164,94
10,168,13
10,169,19
10,170,1
10,171,38
10,172,46
10,173,4
10,174,75
10,175,13
10,176,1
10,177,1
10,178,83
10,179,3
10,181,2
10,183,26
10,184,126
10,185,6
10,188,24
10,189,7
10,190,3
10,191,1
10,192,20
10,193,7
10,194,2
10,196,18
10,198,70
10,199,9
10,202,1
10,203,6
10,205,2
10,207,32
10,208,7
10,209,24
10,211,1
10,213,13
10,214,7
10,215,19
10,217,36
10,219,4
10,222,9
10,223,20
10,224,9
10,225,2
10,226,11
10,229,4
10,231,2
10,233,3
10,234,11
10,237,6
10,239,3
10,241,1
10,242,1
10,243,3
10,245,2
10,248,1
10,251,2
10,252,15
10,254,3
10,256,1
10,260,8
10,261,2
10,262,1
10,267,1
10,268,2
10,269,2
10,271,2
10,274,2
10,277,1
10,281,13
10,282,1
10,283,1
10,284,9
10,286,1
10,291,1
10,294,4
10,300,1
10,305,15
10,309,1
10,313,2
10,315,3
10,316,3
10,321,1
10,326,5
10,336,3
10,338,2
10,339,7
10,341,2
10,342,7
10,352,2
10,360,1
10,363,1
10,372,2
10,373,2
10,379,1
10,391,1
10,400,16
10,404,2
10,406,3
10,409,1
10,410,1
10,412,2
10,417,2
10,451,1
10,465,7
10,466,3
10,470,1
10,474,1
10,475,1
10,505,2
10,527,2
10,529,1
10,530,1
10,531,1
10,534,1
10,567,1
10,603,2
10,607,37948
10,609,1
10,610,1
10,615,2
10,617,1
10,622,1
10,645,1
10,670,3
10,675,3
10,676,1
10,689,1
10,691,2
10,703,1
10,711,1
10,714,8
10,721,1
10,723,4
10,748,12551
10,751,2
10,770,1
10,773,1
10,793,1
10,826,7
10,844,1
10,857,3
10,859,1
10,866,9773
10,885,6
10,899,1
10,903,1
10,913,1
10,946,2
11,0,27217
11,1,125164
11,2,53953
11,3,162684
11,4,33746
11,5,11033
11,6,260246
11,7,12067
11,8,277405
11,9,278339
11,10,272583
11,11,81410
11,12,107906
11,13,2108800
11,14,125491
11,15,235410
11,16,158862
11,17,522869
11,18,472005
11,19,2247939
11,20,216603
11,21,7420
11,22,379121
11,23,96264
11,24,26349
11,25,214456
11,26,48643
11,27,104088
11,28,69461
11,29,6487
11,30,65356
11,31,41113
11,32,95799
11,34,14590
11,35,89561
11,36,42921
11,37,170355
11,38,13315
11,39,5091
11,40,37912
11,41,132334
11,42,29950
11,43,18983
11,44,8788
11,45,2216
11,46,15349
11,47,91651
11,48,8490
11,49,36903
11,50,5270
11,52,5684
11,53,67137
11,54,140
11,55,5398
11,56,8429
11,57,1061
11,58,22375
11,59,2063
11,60,830
11,61,354
11,62,1910
11,63,2043
11,64,5242
11,65,6890
11,66,4847
11,67,300
11,68,286
11,69,765
11,70,5473
11,71,565
11,72,296
11,73,2733
11,74,621
11,75,17
11,76,1475
11,77,4796
11,78,372
11,79,6206
11,80,299
11,81,587
11,83,1098
11,84,162
11,85,1227
11,86,137
11,87,255
11,88,306
11,89,125
11,90,1676
11,91,45
11,92,374
11,93,2
11,94,25
11,95,130
11,96,1649
11,97,4885
11,98,1418
11,99,5
11,100,1273
11,101,92
11,102,178
11,103,28
11,104,39
11,105,167
11,106,298
11,107,83
11,108,29
11,109,825
11,110,290
11,111,137
11,112,323
11,113,93
11,114,224
11,115,10
11,116,18
11,117,134
11,118,157
11,119,51
11,120,17
11,121,2
11,122,29
11,123,220
11,124,46
11,125,23
11,126,10
11,127,29
11,128,26
11,129,42
11,130,17
11,132,105
11,133,220
11,134,158
11,135,28
11,136,10
11,137,165
11,138,246
11,140,92
11,141,183
11,142,72
11,143,62
11,145,154
11,146,4
11,147,25
11,148,144
11,149,13
11,150,10
11,151,70
11,152,278
11,153,60
11,154,3
11,155,295
11,156,57
11,157,32
11,158,23
11,159,19
11,160,4
11,162,38
11,163,16
11,164,125
11,167,2
11,168,20
11,169,42
11,170,6
11,171,48
11,172,37
11,173,36
11,174,169
11,175,58
11,176,1
11,177,5
11,178,69
11,179,1
11,181,5
11,183,43
11,184,132
11,185,20
11,186,1
11,188,22
11,190,7
11,191,1
11,192,25
11,193,38
11,194,4
11,196,30
11,198,195
11,199,9
11,201,3
11,202,1
11,203,1
11,205,9
11,207,2
11,208,2
11,209,11
11,211,1
11,213,14
11,214,7
11,215,14
11,217,4
11,219,32
11,222,6
11,223,13
11,226,12
11,228,2
11,229,5
11,231,7
11,233,6
11,237,66
11,239,1
11,241,8
11,244,5
11,245,30
11,248,5
11,250,5
11,251,1
11,252,8
11,254,6
11,255,1
11,260,5
11,261,6
11,262,1
11,264,1
11,268,5
11,270,1
11,271,1
11,274,1
11,281,5
11,284,7
11,285,3
11,286,1
11,287,2
11,289,3
11,291,1
11,296,1
11,299,8
11,300,2
11,302,11
11,305,3
11,306,5
11,311,1
11,316,1
11,321,3
11,336,3
11,337,1
11,338,6
11,339,1
11,341,4
11,342,1
11,346,2
11,347,1
11,355,1
11,370,1
11,372,1
11,373,4
11,375,4
11,379,1
11,380,3
11,400,1
11,401,1
11,404,1
11,406,5
11,409,1
11,430,1
11,461,6
11,463,1
11,465,2
11,471,1
11,491,4
11,514,1
11,530,7
11,563,1
11,602,1
11,603,1
11,607,36523
11,614,8
11,622,1
11,623,9
11,624,2
11,637,1
11,644,1
11,677,3
11,689,4
11,696,1
11,711,1
11,719,2
11,748,11388
11,754,1
11,761,2
11,763,4
11,787,1
11,824,7
11,842,2
11,856,3
11,866,13171
11,867,2
11,874,3
11,876,3
11,884,1
11,900,8
11,950,1
11,952,2
12,0,27484
12,1,109217
12,2,52559
12,3,157460
12,4,33850
12,5,11352
12,6,253653
12,7,12518
12,8,272398
12,9,280308
12,10,271563
12,11,82826
12,12,109607
12,13,2111864
12,14,124184
12,15,227375
12,16,159392
12,17,517047
12,18,463003
12,19,2226702
12,20,216388
12,21,7968
12,22,368626
12,23,89820
12,24,27069
12,25,213943
12,26,47732
12,27,104217
12,28,68124
12,29,6904
12,30,67087
12,31,38330
12,32,99738
12,34,14158
12,35,92947
12,36,43825
12,37,168951
12,38,14782
12,39,4480
12,40,34911
12,41,130747
12,42,32625
12,43,19365
12,44,7725
12,45,1887
12,46,13595
12,47,97589
12,48,8174
12,49,35930
12,50,5284
12,52,5644
12,53,67636
12,54,126
12,55,5583
12,56,8566
12,57,1322
12,58,22896
12,59,2073
12,60,1126
12,61,342
12,62,1763
12,63,2404
12,64,5939
12,65,7592
12,66,4927
12,67,488
12,68,348
12,69,900
12,70,5117
12,71,583
12,72,323
12,73,3262
12,74,766
12,75,5
12,76,1705
12,77,4473
12,78,376
12,79,6185
12,80,345
12,81,461
12,83,986
12,84,218
12,85,1465
12,86,127
12,87,300
12,88,234
12,89,156
12,90,2035
12,91,19
12,92,416
12,93,8
12,94,71
12,95,193
12,96,1484
12,97,5516
12,98,1515
12,99,6
12,100,1506
12,101,74
12,102,294
12,103,50
12,104,23
12,105,233
12,106,325
12,107,152
12,108,11
12,109,1079
12,110,223
12,111,195
12,112,405
12,113,88
12,114,102
12,115,11
12,116,12
12,117,119
12,118,194
12,119,55
12,120,23
12,121,51
12,122,27
12,123,125
12,124,70
12,125,35
12,126,12
12,127,28
12,128,19
12,129,34
12,130,6
12,132,300
12,133,135
12,134,187
12,135,34
12,136,1
12,137,190
12,138,143
12,140,127
12,141,133
12,142,84
12,143,59
12,145,223
12,146,4
12,147,19
12,148,36
12,149,9
12,150,16
12,151,211
12,152,399
12,153,205
12,154,3
12,155,382
12,156,141
12,157,1
12,158,44
12,159,30
12,160,12
12,161,4
12,162,60
12,163,11
12,164,167
12,168,30
12,169,53
12,170,1
12,171,202
12,172,44
12,173,35
12,174,76
12,175,42
12,176,1
12,177,4
12,178,79
12,179,6
12,181,2
12,183,60
12,184,131
12,185,40
12,188,33
12,189,1
12,190,1
12,192,19
12,193,5
12,196,12
12,198,80
12,199,9
12,200,5
12,201,3
12,202,1
12,205,8
12,207,8
12,208,2
12,209,6
12,211,1
12,213,8
12,214,6
12,215,24
12,217,35
12,219,4
12,222,12
12,223,21
12,224,1
12,225,1
12,226,24
12,228,3
12,229,1
12,231,7
12,232,2
12,233,2
12,234,6
12,235,2
12,236,1
12,237,11
12,239,3
12,241,3
12,242,1
12,243,1
12,244,1
12,245,57
12,248,1
12,250,5
12,251,1
12,252,2
12,254,1
12,255,1
12,259,1
12,260,23
12,268,2
12,272,1
12,277,4
12,281,8
12,282,1
12,283,1
12,284,3
12,286,1
12,287,1
12,294,1
12,296,1
12,297,1
12,299,1
12,301,3
12,302,36
12,305,29
12,306,2
12,310,1
12,314,1
12,316,2
12,324,1
12,326,4
12,338,1
12,339,2
12,341,2
12,342,8
12,350,1
12,355,4
12,373,1
12,376,3
12,379,1
12,380,8
12,400,2
12,401,2
12,404,1
12,406,2
12,407,1
12,408,1
12,451,1
12,461,1
12,465,5
12,475,1
12,505,1
12,507,1
12,514,1
12,520,1
12,530,6
12,570,1
12,603,2
12,607,38680
12,614,20
12,621,2
12,634,1
12,639,1
12,643,2
12,645,1
12,655,2
12,668,1
12,675,1
12,689,6
12,696,1
12,748,17395
12,763,10
12,777,2
12,856,1
12,866,17529
12,869,1
12,889,2
12,894,1
12,902,1
12,914,2
12,916,1
12,924,3
12,929,1
12,939,1
13,0,28013
13,1,116833
13,2,53705
13,3,166399
13,4,37358
13,5,12155
13,6,262045
13,7,13159
13,8,285138
13,9,283480
13,10,285073
13,11,87218
13,12,111561
13,13,2215487
13,14,129506
13,15,238449
13,16,163233
13,17,536736
13,18,487157
13,19,2350008
13,20,217475
13,21,8196
13,22,381233
13,23,89440
13,24,28163
13,25,222787
13,26,50736
13,27,111220
13,28,73113
13,29,7665
13,30,72162
13,31,37796
13,32,103570
13,34,15280
13,35,94299
13,36,43712
13,37,183326
13,38,14532
13,39,4277
13,40,35298
13,41,141027
13,42,33717
13,43,21743
13,44,8880
13,45,1984
13,46,14248
13,47,100411
13,48,8495
13,49,39520
13,50,5084
13,52,6009
13,53,74385
13,54,202
13,55,6125
13,56,9046
13,57,1373
13,58,21846
13,59,1690
13,60,1185
13,61,361
13,62,2036
13,63,2665
13,64,5942
13,65,8514
13,66,5505
13,67,594
13,68,302
13,69,891
13,70,5304
13,71,590
13,72,367
13,73,2302
13,74,611
13,75,39
13,76,1684
13,77,4162
13,78,307
13,79,6545
13,80,326
13,81,482
13,83,1043
13,84,202
13,85,1294
13,86,179
13,87,245
13,88,224
13,89,151
13,90,1988
13,91,21
13,92,594
13,93,3
13,94,25
13,95,158
13,96,1454
13,97,5828
13,98,1609
13,99,14
13,100,1480
13,101,135
13,102,232
13,103,51
13,104,18
13,105,267
13,106,255
13,107,195
13,108,58
13,109,1074
13,110,97
13,111,259
13,112,397
13,113,101
13,114,150
13,115,9
13,116,14
13,117,298
13,118,387
13,119,53
13,120,10
13,121,18
13,122,28
13,123,116
13,124,63
13,125,21
13,126,4
13,127,38
13,128,24
13,129,35
13,130,20
13,131,1
13,132,262
13,133,257
13,134,149
13,135,23
13,136,1
13,137,108
13,138,118
13,140,92
13,141,171
13,142,44
13,143,27
13,145,119
13,146,1
13,147,28
13,148,86
13,149,17
13,150,16
13,151,53
13,152,308
13,153,62
13,154,1
13,155,256
13,156,43
13,157,1
13,158,6
13,159,16
13,160,21
13,161,7
13,162,64
13,163,13
13,164,331
13,168,24
13,169,24
13,170,3
13,171,63
13,172,34
13,173,18
13,174,90
13,175,37
13,176,3
13,177,5
13,178,59
13,179,2
13,181,1
13,183,66
13,184,111
13,185,22
13,188,51
13,190,1
13,191,3
13,192,51
13,193,3
13,194,2
13,196,41
13,197,1
13,198,134
13,199,10
13,200,1
13,201,3
13,202,1
13,203,4
13,205,6
13,207,21
13,208,1
13,209,72
13,213,11
13,214,5
13,215,5
13,217,23
13,222,5
13,223,16
13,226,6
13,228,8
13,229,8
13,231,8
13,232,1
13,233,4
13,237,12
13,239,2
13,240,1
13,241,2
13,242,2
13,245,36
13,251,5
13,252,4
13,254,11
13,256,1
13,260,11
13,261,7
13,263,1
13,268,2
13,269,1
13,274,2
13,277,1
13,278,1
13,281,12
13,282,1
13,284,2
13,286,1
13,300,1
13,302,23
13,303,1
13,306,12
13,314,4
13,316,3
13,321,1
13,323,1
13,324,1
13,326,2
13,335,1
13,336,2
13,338,1
13,339,1
13,342,5
13,355,3
13,358,1
13,372,1
13,384,1
13,385,1
13,400,4
13,404,1
13,405,1
13,444,1
13,451,1
13,489,2
13,498,1
13,500,2
13,508,1
13,511,1
13,513,1
13,522,1
13,534,1
13,549,3
13,603,1
13,607,43354
13,610,1
13,633,1
13,652,1
13,667,1
13,678,2
13,689,9
13,697,1
13,722,1
13,724,1
13,746,1
13,748,19601
13,765,1
13,789,1
13,795,1
13,828,1
13,845,1
13,866,17999
13,897,3
13,925,3
13,932,1
13,937,1
13,954,3
14,0,18037
14,1,115891
14,2,50727
14,3,169742
14,4,37315
14,5,10769
14,6,260872
14,7,12848
14,8,288849
14,9,262995
14,10,287323
14,11,87634
14,12,114989
14,13,2194664
14,14,133861
14,15,239578
14,16,171641
14,17,529781
14,18,494816
14,19,2373688
14,20,221572
14,21,7230
14,22,395593
14,23,93503
14,24,19389
14,25,225664
14,26,51286
14,27,108411
14,28,73390
14,29,6451
14,30,71160
14,31,40772
14,32,100272
14,34,14739
14,35,94055
14,36,42451
14,37,178165
14,38,8373
14,39,4714
14,40,35637
14,41,140932
14,42,29719
14,43,20216
14,44,8950
14,45,1943
14,46,14705
14,47,95252
14,48,8761
14,49,39505
14,50,3463
14,52,5447
14,53,78087
14,54,151
14,55,6270
14,56,9860
14,57,1361
14,58,18663
14,59,1157
14,60,1507
14,61,355
14,62,2098
14,63,2519
14,64,5322
14,65,8705
14,66,4681
14,67,521
14,68,290
14,69,605
14,70,6402
14,71,411
14,72,327
14,73,2523
14,74,638
14,75,35
14,76,867
14,77,3984
14,78,331
14,79,6524
14,80,462
14,81,351
14,83,995
14,84,103
14,85,1164
14,86,301
14,87,250
14,88,238
14,89,209
14,90,2560
14,91,51
14,92,408
14,93,3
14,94,9
14,95,137
14,96,1526
14,97,5417
14,98,1539
14,99,6
14,100,1559
14,101,98
14,102,299
14,103,48
14,104,19
14,105,115
14,106,292
14,107,173
14,108,79
14,109,1169
14,110,261
14,111,383
14,112,469
14,113,126
14,114,148
14,115,19
14,116,22
14,117,165
14,118,323
14,119,63
14,120,15
14,121,8
14,122,23
14,123,129
14,124,58
14,125,35
14,126,24
14,127,28
14,128,25
14,129,24
14,130,46
14,132,195
14,133,61
14,134,95
14,135,34
14,136,9
14,137,151
14,138,144
14,140,184
14,141,299
14,142,78
14,143,13
14,145,280
14,146,3
14,147,28
14,148,179
14,149,14
14,150,10
14,151,11
14,152,66
14,153,34
14,154,6
14,155,204
14,156,79
14,157,7
14,158,9
14,159,33
14,160,15
14,161,3
14,162,44
14,163,32
14,164,67
14,168,17
14,169,93
14,170,1
14,171,124
14,172,30
14,173,9
14,174,150
14,175,60
14,176,2
14,178,90
14,179,2
14,181,7
14,183,91
14,184,178
14,185,27
14,188,60
14,190,11
14,191,3
14,192,80
14,193,4
14,194,1
14,196,39
14,198,73
14,199,11
14,201,8
14,205,7
14,207,22
14,208,1
14,209,8
14,213,11
14,215,5
14,217,21
14,219,6
14,222,12
14,223,28
14,226,9
14,228,4
14,229,19
14,231,6
14,232,2
14,234,2
14,235,3
14,237,9
14,239,5
14,241,2
14,243,2
14,244,2
14,245,7
14,248,1
14,252,4
14,260,63
14,261,1
14,262,3
14,268,1
14,274,3
14,277,2
14,281,12
14,283,2
14,284,7
14,285,1
14,286,2
14,296,4
14,300,9
14,302,8
14,303,1
14,305,4
14,306,2
14,316,1
14,321,1
14,324,1
14,326,5
14,329,1
14,336,3
14,337,1
14,338,2
14,342,2
14,347,13
14,355,14
14,358,3
14,372,1
14,373,5
14,376,1
14,379,1
14,400,2
14,404,1
14,406,6
14,411,1
14,412,1
14,414,3
14,430,1
14,465,2
14,470,1
14,471,3
14,475,1
14,494,1
14,496,1
14,501,1
14,509,2
14,514,1
14,530,2
14,531,1
14,568,1
14,573,1
14,599,1
14,603,1
14,607,42423
14,621,1
14,628,1
14,632,1
14,638,1
14,645,3
14,655,1
14,660,1
14,670,2
14,696,2
14,705,3
14,718,4
14,730,8
14,733,1
14,738,1
14,748,15080
14,755,1
14,757,1
14,764,3
14,819,1
14,830,2
14,831,2
14,843,1
14,849,1
14,855,3
14,862,1
14,866,16377
14,870,3
14,881,3
14,884,1
14,888,2
14,905,2
14,909,1
14,911,2
14,921,1
14,944,2
14,951,1
15,0,12095
15,1,104936
15,2,35930
15,3,141198
15,4,30132
15,5,7912
15,6,229217
15,7,11263
15,8,259356
15,9,223843
15,10,265210
15,11,69446
15,12,100188
15,13,1978716
15,14,131791
15,15,216778
15,16,165432
15,17,492377
15,18,455761
15,19,2130047
15,20,200796
15,21,5124
15,22,379515
15,23,90395
15,24,13592
15,25,220727
15,26,43792
15,27,90707
15,28,66646
15,29,4487
15,30,59362
15,31,38466
15,32,84464
15,34,12545
15,35,86230
15,36,36285
15,37,143868
15,38,5917
15,39,4872
15,40,33341
15,41,122861
15,42,24709
15,43,17236
15,44,10346
15,45,2055
15,46,13717
15,47,81920
15,48,7515
15,49,36599
15,50,2319
15,52,3788
15,53,71905
15,54,95
15,55,5393
15,56,9612
15,57,1424
15,58,14502
15,59,860
15,60,1232
15,61,217
15,62,2414
15,63,2211
15,64,4886
15,65,8180
15,66,3867
15,67,396
15,68,236
15,69,437
15,70,6891
15,71,427
15,72,281
15,73,2377
15,74,758
15,75,35
15,76,1000
15,77,4315
15,78,174
15,79,5488
15,80,274
15,81,210
15,83,967
15,84,62
15,85,1346
15,86,247
15,87,300
15,88,120
15,89,143
15,90,1678
15,91,9
15,92,210
15,93,7
15,94,16
15,95,59
15,96,1267
15,97,4059
15,98,1028
15,99,2
15,100,1152
15,101,14
15,102,317
15,103,22
15,104,18
15,105,198
15,106,361
15,107,213
15,108,103
15,109,724
15,110,145
15,111,434
15,112,512
15,113,134
15,114,64
15,115,7
15,116,17
15,117,172
15,118,219
15,119,40
15,120,15
15,121,2
15,122,24
15,123,157
15,124,107
15,125,63
15,126,13
15,127,32
15,128,67
15,129,19
15,130,4
15,132,172
15,133,136
15,134,140
15,135,30
15,137,104
15,138,52
15,139,2
15,140,64
15,141,138
15,142,84
15,143,30
15,145,161
15,147,16
15,148,64
15,149,15
15,150,12
15,151,35
15,152,200
15,153,19
15,155,277
15,156,50
15,158,6
15,159,47
15,161,8
15,162,29
15,163,29
15,164,63
15,168,14
15,169,42
15,171,33
15,172,30
15,173,4
15,174,65
15,175,27
15,176,3
15,177,10
15,178,78
15,179,4
15,181,4
15,183,68
15,184,59
15,185,31
15,188,65
15,190,8
15,192,13
15,193,51
15,194,6
15,196,12
15,198,33
15,199,18
15,200,1
15,201,1
15,202,1
15,204,1
15,205,16
15,207,1
15,208,24
15,209,40
15,213,8
15,214,12
15,215,3
15,217,38
15,219,8
15,222,8
15,223,24
15,226,2
15,228,3
15,229,4
15,231,1
15,235,2
15,237,5
15,239,5
15,241,2
15,242,2
